id,authors,title,category,abstract,versions,update_date,new_category,generated_abstract,prompt
2201.10276,"Jin Huang, Jantien Stoter, Ravi Peters, Liangliang Nan","City3D: Large-Scale Building Reconstruction from Airborne LiDAR Point
  Clouds","['cs.CV', 'cs.GR']","  We present a fully automatic approach for reconstructing compact 3D building
models from large-scale airborne point clouds. A major challenge of urban
reconstruction from airborne LiDAR point clouds lies in that the vertical walls
are typically missing. Based on the observation that urban buildings typically
consist of planar roofs connected with vertical walls to the ground, we propose
an approach to infer the vertical walls directly from the data. With the planar
segments of both roofs and walls, we hypothesize the faces of the building
surface, and the final model is obtained by using an extended
hypothesis-and-selection-based polygonal surface reconstruction framework.
Specifically, we introduce a new energy term to encourage roof preferences and
two additional hard constraints into the optimization step to ensure correct
topology and enhance detail recovery. Experiments on various large-scale
airborne LiDAR point clouds have demonstrated that the method is superior to
the state-of-the-art methods in terms of reconstruction accuracy and
robustness. In addition, we have generated a new dataset with our method
consisting of the point clouds and 3D models of 20k real-world buildings. We
believe this dataset can stimulate research in urban reconstruction from
airborne LiDAR point clouds and the use of 3D city models in urban
applications.
","[{'version': 'v1', 'created': 'Tue, 25 Jan 2022 12:41:11 GMT'}, {'version': 'v2', 'created': 'Thu, 9 Mar 2023 17:41:34 GMT'}]",2023-03-10,"['Computer Vision and Pattern Recognition', 'Graphics']","This paper presents City3D, a novel method for large-scale building reconstruction from airborne LiDAR point clouds using computer vision and pattern recognition. City3D is based on a novel deep learning architecture that combines deep convolutional neural networks with a fully connected network. Our method is able to accurately reconstruct 3D building models from large-scale LiDAR point clouds. We demonstrate the effectiveness of City3D on two real-world datasets, achieving state-of-the-art results for 3D building reconstruction. Furthermore, we show that City3D is robust to changes in data resolution and can be used to reconstruct buildings from LiDAR point clouds of different resolutions. Our results demonstrate the potential of City3D for large-scale 3D building reconstruction from airborne LiDAR point clouds.","Write an abstract for a paper called City3D: Large-Scale Building Reconstruction from Airborne LiDAR Point
  Clouds about Computer Vision and Pattern Recognition, Graphics"
2207.13944,"Luca Becchetti (DIAG), Arthur Carvalho Walraven da Cunha (COATI),
  Andrea Clementi, Francesco d'Amore (COATI), Hicham Lesfari (COATI), Emanuele
  Natale (COATI), Luca Trevisan",On the Multidimensional Random Subset Sum Problem,['cs.NE'],"  In the Random Subset Sum Problem, given $n$ i.i.d. random variables $X_1,
..., X_n$, we wish to approximate any point $z \in [-1,1]$ as the sum of a
suitable subset $X_{i_1(z)}, ..., X_{i_s(z)}$ of them, up to error
$\varepsilon$. Despite its simple statement, this problem is of fundamental
interest to both theoretical computer science and statistical mechanics. More
recently, it gained renewed attention for its implications in the theory of
Artificial Neural Networks. An obvious multidimensional generalisation of the
problem is to consider $n$ i.i.d. $d$-dimensional random vectors, with the
objective of approximating every point $\mathbf{z} \in [-1,1]^d$. In 1998, G.
S. Lueker showed that, in the one-dimensional setting, $n=\mathcal{O}(\log
\frac 1\varepsilon)$ samples guarantee the approximation property with high
probability.In this work, we prove that, in $d$ dimensions, $n =
\mathcal{O}(d^3\log \frac 1\varepsilon \cdot (\log \frac 1\varepsilon + \log
d))$ samples suffice for the approximation property to hold with high
probability. As an application highlighting the potential interest of this
result, we prove that a recently proposed neural network model exhibits
universality: with high probability, the model can approximate any neural
network within a polynomial overhead in the number of parameters.
","[{'version': 'v1', 'created': 'Thu, 28 Jul 2022 08:10:43 GMT'}, {'version': 'v2', 'created': 'Thu, 17 Nov 2022 15:49:11 GMT'}]",2022-11-18,['Neural and Evolutionary Computing'],"This paper presents a comprehensive overview of the multidimensional random subset sum problem (MRSP) and its potential applications in both neural and evolutionary computing. The paper first introduces the basic concepts of the MRSP, including the problem definition, the mathematical formulation, and the challenges associated with the problem. It then reviews the state-of-the-art methods for solving the MRSP, including both neural and evolutionary computing approaches. The paper then discusses the potential applications of the MRSP in various fields, such as machine learning and data mining. Finally, the paper concludes with a discussion of future research directions in the field. The paper provides a comprehensive overview of the MRSP and its potential applications in both neural and evolutionary computing, and is thus useful for researchers interested in this area.",Write an abstract for a paper called On the Multidimensional Random Subset Sum Problem about Neural and Evolutionary Computing
2012.00086,Federica Cecchetto and Vera Traub and Rico Zenklusen,"Bridging the Gap Between Tree and Connectivity Augmentation: Unified and
  Stronger Approaches","['cs.DS', 'math.OC']","  We consider the Connectivity Augmentation Problem (CAP), a classical problem
in the area of Survivable Network Design. It is about increasing the
edge-connectivity of a graph by one unit in the cheapest possible way. More
precisely, given a $k$-edge-connected graph $G=(V,E)$ and a set of extra edges,
the task is to find a minimum cardinality subset of extra edges whose addition
to $G$ makes the graph $(k+1)$-edge-connected. If $k$ is odd, the problem is
known to reduce to the Tree Augmentation Problem (TAP) -- i.e., $G$ is a
spanning tree -- for which significant progress has been achieved recently,
leading to approximation factors below $1.5$ (the currently best factor is
$1.458$). However, advances on TAP did not carry over to CAP so far. Indeed,
only very recently, Byrka, Grandoni, and Ameli (STOC 2020) managed to obtain
the first approximation factor below $2$ for CAP by presenting a
$1.91$-approximation algorithm based on a method that is disjoint from recent
advances for TAP.
  We first bridge the gap between TAP and CAP, by presenting techniques that
allow for leveraging insights and methods from TAP to approach CAP. We then
introduce a new way to get approximation factors below $1.5$, based on a new
analysis technique. Through these ingredients, we obtain a
$1.393$-approximation algorithm for CAP, and therefore also TAP. This leads to
the currently best approximation result for both problems in a unified way, by
significantly improving on the above-mentioned $1.91$-approximation for CAP and
also the previously best approximation factor of $1.458$ for TAP by Grandoni,
Kalaitzis, and Zenklusen (STOC 2018). Additionally, a feature we inherit from
recent TAP advances is that our approach can deal with the weighted setting
when the ratio between the largest to smallest cost on extra links is bounded,
in which case we obtain approximation factors below $1.5$.
","[{'version': 'v1', 'created': 'Mon, 30 Nov 2020 20:40:53 GMT'}, {'version': 'v2', 'created': 'Tue, 12 Apr 2022 10:56:49 GMT'}, {'version': 'v3', 'created': 'Wed, 23 Nov 2022 10:44:00 GMT'}]",2022-11-24,['Data Structures and Algorithms'],"This paper presents a unified approach to bridge the gap between tree and connectivity augmentation strategies for data structures and algorithms. We introduce a new approach that combines the advantages of both strategies, resulting in a stronger and more efficient approach to augment data structures and algorithms. We demonstrate the benefits of our approach through experiments on various data structures and algorithms, including graph algorithms, tree algorithms, and dynamic programming. Our results show that our combined approach outperforms both of the individual approaches, making it an attractive option for data structures and algorithms. We also discuss the complexity of our approach and propose a number of open problems for future research.","Write an abstract for a paper called Bridging the Gap Between Tree and Connectivity Augmentation: Unified and
  Stronger Approaches about Data Structures and Algorithms"
2210.0328,"Octavian A. Donca, Chayapol Beokhaimook, Ayonga Hereid",Real-Time Navigation for Bipedal Robots in Dynamic Environments,['cs.RO'],"  The popularity of mobile robots has been steadily growing, with these robots
being increasingly utilized to execute tasks previously completed by human
workers. For bipedal robots to see this same success, robust autonomous
navigation systems need to be developed that can execute in real-time and
respond to dynamic environments. These systems can be divided into three
stages: perception, planning, and control. A holistic navigation framework for
bipedal robots must successfully integrate all three components of the
autonomous navigation problem to enable robust real-world navigation. In this
paper, we present a real-time navigation framework for bipedal robots in
dynamic environments. The proposed system addresses all components of the
navigation problem: We introduce a depth-based perception system for obstacle
detection, mapping, and localization. A two-stage planner is developed to
generate collision-free trajectories robust to unknown and dynamic
environments. And execute trajectories on the Digit bipedal robot's walking
gait controller. The navigation framework is validated through a series of
simulation and hardware experiments that contain unknown environments and
dynamic obstacles.
","[{'version': 'v1', 'created': 'Fri, 7 Oct 2022 01:51:20 GMT'}]",2022-10-10,['Robotics'],"This paper presents a novel approach for real-time navigation of bipedal robots in dynamic environments. It considers the challenges of dynamic environments, such as obstacles, uneven terrain, and changing terrain, and proposes a solution that uses a combination of state-of-the-art path planning algorithms and machine learning techniques. The proposed method is tested in a simulated environment and the results show that it is capable of navigating a bipedal robot in dynamic environments with a high degree of success. The paper also discusses the implications of the proposed approach and provides suggestions for future work.",Write an abstract for a paper called Real-Time Navigation for Bipedal Robots in Dynamic Environments about Robotics
2209.08597,"Raul Tapia, Augusto G\'omez Egu\'iluz, Jos\'e Ramiro Mart\'inez-de
  Dios, Anibal Ollero","ASAP: Adaptive Scheme for Asynchronous Processing of Event-based Vision
  Algorithms","['cs.CV', 'cs.RO']","  Event cameras can capture pixel-level illumination changes with very high
temporal resolution and dynamic range. They have received increasing research
interest due to their robustness to lighting conditions and motion blur. Two
main approaches exist in the literature to feed the event-based processing
algorithms: packaging the triggered events in event packages and sending them
one-by-one as single events. These approaches suffer limitations from either
processing overflow or lack of responsivity. Processing overflow is caused by
high event generation rates when the algorithm cannot process all the events in
real-time. Conversely, lack of responsivity happens in cases of low event
generation rates when the event packages are sent at too low frequencies. This
paper presents ASAP, an adaptive scheme to manage the event stream through
variable-size packages that accommodate to the event package processing times.
The experimental results show that ASAP is capable of feeding an asynchronous
event-by-event clustering algorithm in a responsive and efficient manner and at
the same time prevents overflow.
","[{'version': 'v1', 'created': 'Sun, 18 Sep 2022 16:28:29 GMT'}]",2022-09-20,"['Computer Vision and Pattern Recognition', 'Robotics']","This paper presents ASAP, an Adaptive Scheme for Asynchronous Processing of Event-based Vision Algorithms. ASAP is a novel approach to computer vision and pattern recognition that is tailored to the needs of robotics applications. It is designed to process asynchronous event-based data, such as those generated by a robotic system, in a manner that is efficient and adaptive. The paper describes the architecture of ASAP, its implementation, and performance evaluation results. The results demonstrate that ASAP is capable of providing real-time performance in a variety of robotic tasks. The paper also discusses potential applications of ASAP and future work that can be done to further improve its performance.","Write an abstract for a paper called ASAP: Adaptive Scheme for Asynchronous Processing of Event-based Vision
  Algorithms about Computer Vision and Pattern Recognition, Robotics"
2303.13767,"Yunfan Lu, Zipeng Wang, Minjie Liu, Hongjian Wang, Lin Wang","Learning Spatial-Temporal Implicit Neural Representations for
  Event-Guided Video Super-Resolution","['cs.CV', 'cs.AI']","  Event cameras sense the intensity changes asynchronously and produce event
streams with high dynamic range and low latency. This has inspired research
endeavors utilizing events to guide the challenging video superresolution (VSR)
task. In this paper, we make the first attempt to address a novel problem of
achieving VSR at random scales by taking advantages of the high temporal
resolution property of events. This is hampered by the difficulties of
representing the spatial-temporal information of events when guiding VSR. To
this end, we propose a novel framework that incorporates the spatial-temporal
interpolation of events to VSR in a unified framework. Our key idea is to learn
implicit neural representations from queried spatial-temporal coordinates and
features from both RGB frames and events. Our method contains three parts.
Specifically, the Spatial-Temporal Fusion (STF) module first learns the 3D
features from events and RGB frames. Then, the Temporal Filter (TF) module
unlocks more explicit motion information from the events near the queried
timestamp and generates the 2D features. Lastly, the SpatialTemporal Implicit
Representation (STIR) module recovers the SR frame in arbitrary resolutions
from the outputs of these two modules. In addition, we collect a real-world
dataset with spatially aligned events and RGB frames. Extensive experiments
show that our method significantly surpasses the prior-arts and achieves VSR
with random scales, e.g., 6.5. Code and dataset are available at https:
//vlis2022.github.io/cvpr23/egvsr.
","[{'version': 'v1', 'created': 'Fri, 24 Mar 2023 02:42:16 GMT'}, {'version': 'v2', 'created': 'Wed, 29 Mar 2023 01:59:37 GMT'}]",2023-03-30,"['Computer Vision and Pattern Recognition', 'Artificial Intelligence']","This paper presents a novel approach to video super-resolution using implicit neural representations of spatial-temporal information. We propose a deep learning-based model which is capable of learning representations of spatial-temporal information from videos and using them to generate high-resolution versions of the input video. The model is trained using event-guided video super-resolution, which is a new approach to video super-resolution that combines the advantages of traditional super-resolution methods and event-based vision. We evaluate the proposed model on several datasets and demonstrate improved results compared to traditional super-resolution methods. The results show that our model is able to learn useful representations of spatial-temporal information and is capable of producing high-quality super-resolution videos. Our model is a promising step towards making video super-resolution more efficient and effective.","Write an abstract for a paper called Learning Spatial-Temporal Implicit Neural Representations for
  Event-Guided Video Super-Resolution about Computer Vision and Pattern Recognition, Artificial Intelligence"
2104.04901,"Feiran Zhao, Keyou You, Tamer Ba\c{s}ar","Global Convergence of Policy Gradient Primal-dual Methods for
  Risk-constrained LQRs","['math.OC', 'cs.SY', 'eess.SY']","  While the techniques in optimal control theory are often model-based, the
policy optimization (PO) approach directly optimizes the performance metric of
interest. Even though it has been an essential approach for reinforcement
learning problems, there is little theoretical understanding on its
performance. In this paper, we focus on the risk-constrained linear quadratic
regulator (RC-LQR) problem via the PO approach, which requires addressing a
challenging non-convex constrained optimization problem. To solve it, we first
build on our earlier result that an optimal policy has a time-invariant affine
structure to show that the associated Lagrangian function is coercive, locally
gradient dominated and has local Lipschitz continuous gradient, based on which
we establish strong duality. Then, we design policy gradient primal-dual
methods with global convergence guarantees in both model-based and sample-based
settings. Finally, we use samples of system trajectories in simulations to
validate our methods.
","[{'version': 'v1', 'created': 'Sun, 11 Apr 2021 02:52:43 GMT'}, {'version': 'v2', 'created': 'Tue, 22 Nov 2022 03:13:11 GMT'}]",2022-11-23,['Systems and Control'],"This paper presents a novel approach to global convergence of policy gradient primal-dual methods for risk-constrained linear quadratic regulation (LQR) problems in systems and control. We propose a new stochastic gradient descent (SGD) based approach that combines a primal policy gradient algorithm with a dual policy gradient algorithm. We prove the global convergence of the proposed method under mild assumptions and demonstrate the effectiveness of the approach through numerical experiments. The proposed method is applicable to a wide range of risk-constrained LQR problems, and can be used to solve real-world control problems with fast convergence and high accuracy.","Write an abstract for a paper called Global Convergence of Policy Gradient Primal-dual Methods for
  Risk-constrained LQRs about Systems and Control"
2303.07523,"Pubudu Wijesooriya and Sheikh Muhammad Farjad and Nikolaos Stergiou
  and Spyridon Mastorakis","Investigating the Characteristics and Performance of Augmented Reality
  Applications on Head-Mounted Displays: A Study of the Hololens Application
  Store","['cs.MM', 'cs.PF', 'cs.SE']","  Augmented Reality (AR) based on Head-Mounted Displays (HMDs) has gained
significant traction over the recent years. Nevertheless, it remains unclear
what AR HMD-based applications have been developed over the years and what
their system performance is when they are run on HMDs. In this paper, we aim to
shed light into this direction. Our study focuses on the applications available
on the Microsoft Hololens application store given the wide use of the Hololens
headset. Our study has two major parts: (i) we collect metadata about the
applications available on the Microsoft Hololens application store to
understand their characteristics (e.g., categories, pricing, permissions
requested, hardware and software compatibility); and (ii) we interact with
these applications while running on a Hololens 2 headset and collect data about
systems-related metrics (e.g., memory and storage usage, time spent on CPU and
GPU related operations) to investigate the systems performance of applications.
Our study has resulted in several interesting findings, which we share with the
research community.
","[{'version': 'v1', 'created': 'Mon, 13 Mar 2023 23:18:17 GMT'}]",2023-03-15,"['Multimedia', 'Performance', 'Software Engineering']","This paper investigates the characteristics and performance of augmented reality applications on head-mounted displays (HMDs), focusing on the Microsoft Hololens Application Store. Specifically, we explore the multimedia, performance, and software engineering aspects of Hololens applications. We use a combination of qualitative and quantitative methods to analyze the applications, including a survey of developers and users, a review of application documentation, and an analysis of application source code. Results indicate that multimedia and performance are key aspects of Hololens applications, and that developers are increasingly taking advantage of software engineering principles to create better experiences. We discuss the implications of our findings for the design and development of augmented reality applications.","Write an abstract for a paper called Investigating the Characteristics and Performance of Augmented Reality
  Applications on Head-Mounted Displays: A Study of the Hololens Application
  Store about Multimedia, Performance, Software Engineering"
2211.1153,"Zhongxiang Zhou, Yifei Yang, Yue Wang, Rong Xiong","Open-Set Object Detection Using Classification-free Object Proposal and
  Instance-level Contrastive Learning with Appendix","['cs.CV', 'cs.RO']","  Detecting both known and unknown objects is a fundamental skill for robot
manipulation in unstructured environments. Open-set object detection (OSOD) is
a promising direction to handle the problem consisting of two subtasks: objects
and background separation, and open-set object classification. In this paper,
we present Openset RCNN to address the challenging OSOD. To disambiguate
unknown objects and background in the first subtask, we propose to use
classification-free region proposal network (CF-RPN) which estimates the
objectness score of each region purely using cues from object's location and
shape preventing overfitting to the training categories. To identify unknown
objects in the second subtask, we propose to represent them using the
complementary region of known categories in a latent space which is
accomplished by a prototype learning network (PLN). PLN performs instance-level
contrastive learning to encode proposals to a latent space and builds a compact
region centering with a prototype for each known category. Further, we note
that the detection performance of unknown objects can not be unbiasedly
evaluated on the situation that commonly used object detection datasets are not
fully annotated. Thus, a new benchmark is introduced by reorganizing
GraspNet-1billion, a robotic grasp pose detection dataset with complete
annotation. Extensive experiments demonstrate the merits of our method. We
finally show that our Openset RCNN can endow the robot with an open-set
perception ability to support robotic rearrangement tasks in cluttered
environments. More details can be found in
https://sites.google.com/view/openest-rcnn/
","[{'version': 'v1', 'created': 'Mon, 21 Nov 2022 15:00:04 GMT'}]",2022-11-22,"['Computer Vision and Pattern Recognition', 'Robotics']","This paper presents a novel open-set object detection approach that combines classification-free object proposal and instance-level contrastive learning. The proposed approach is evaluated on several standard datasets and the results show that it outperforms existing state-of-the-art methods in terms of accuracy and robustness. Furthermore, an appendix detailing the application of open-set object detection in computer vision and pattern recognition, as well as robotics, is included. The appendix provides comprehensive coverage of both theoretical and practical aspects of the problem.","Write an abstract for a paper called Open-Set Object Detection Using Classification-free Object Proposal and
  Instance-level Contrastive Learning with Appendix about Computer Vision and Pattern Recognition, Robotics"
2201.10544,"Charlie Kirkwood, Theo Economou, Henry Odbert and Nicolas Pugeault","A deep mixture density network for outlier-corrected interpolation of
  crowd-sourced weather data","['stat.ML', 'cs.AI', 'cs.LG', 'stat.AP']","  As the costs of sensors and associated IT infrastructure decreases - as
exemplified by the Internet of Things - increasing volumes of observational
data are becoming available for use by environmental scientists. However, as
the number of available observation sites increases, so too does the
opportunity for data quality issues to emerge, particularly given that many of
these sensors do not have the benefit of official maintenance teams. To realise
the value of crowd sourced 'Internet of Things' type observations for
environmental modelling, we require approaches that can automate the detection
of outliers during the data modelling process so that they do not contaminate
the true distribution of the phenomena of interest. To this end, here we
present a Bayesian deep learning approach for spatio-temporal modelling of
environmental variables with automatic outlier detection. Our approach
implements a Gaussian-uniform mixture density network whose dual purposes -
modelling the phenomenon of interest, and learning to classify and ignore
outliers - are achieved simultaneously, each by specifically designed branches
of our neural network. For our example application, we use the Met Office's
Weather Observation Website data, an archive of observations from around 1900
privately run and unofficial weather stations across the British Isles. Using
data on surface air temperature, we demonstrate how our deep mixture model
approach enables the modelling of a highly skilled spatio-temporal temperature
distribution without contamination from spurious observations. We hope that
adoption of our approach will help unlock the potential of incorporating a
wider range of observation sources, including from crowd sourcing, into future
environmental models.
","[{'version': 'v1', 'created': 'Tue, 25 Jan 2022 18:54:59 GMT'}]",2022-01-26,"['Artificial Intelligence', 'Machine Learning']",This paper presents a deep mixture density network (MDN) for outlier-corrected interpolation of crowd-sourced weather data. The proposed MDN utilizes a deep neural network architecture to learn a non-linear mapping from the input data to the expected output. The MDN is trained using a combination of supervised learning and unsupervised learning techniques to learn the underlying distribution of the data. The MDN is then used to interpolate missing data points in the crowd-sourced weather data. The proposed method is evaluated on a real-world dataset and shows promising results in terms of accuracy and robustness to outliers. The results demonstrate that the proposed MDN is a promising approach for outlier-corrected interpolation of crowd-sourced weather data in the context of Artificial Intelligence and Machine Learning.,"Write an abstract for a paper called A deep mixture density network for outlier-corrected interpolation of
  crowd-sourced weather data about Artificial Intelligence, Machine Learning"
2301.11145,"Elena Camuffo, Umberto Michieli, Simone Milani","Learning from Mistakes: Self-Regularizing Hierarchical Semantic
  Representations in Point Cloud Segmentation","['cs.CV', 'cs.MM', 'stat.ML']","  Recent advances in autonomous robotic technologies have highlighted the
growing need for precise environmental analysis. LiDAR semantic segmentation
has gained attention to accomplish fine-grained scene understanding by acting
directly on raw content provided by sensors. Recent solutions showed how
different learning techniques can be used to improve the performance of the
model, without any architectural or dataset change. Following this trend, we
present a coarse-to-fine setup that LEArns from classification mistaKes (LEAK)
derived from a standard model. First, classes are clustered into macro groups
according to mutual prediction errors; then, the learning process is
regularized by: (1) aligning class-conditional prototypical feature
representation for both fine and coarse classes, (2) weighting instances with a
per-class fairness index. Our LEAK approach is very general and can be
seamlessly applied on top of any segmentation architecture; indeed,
experimental results showed that it enables state-of-the-art performances on
different architectures, datasets and tasks, while ensuring more balanced
class-wise results and faster convergence.
","[{'version': 'v1', 'created': 'Thu, 26 Jan 2023 14:52:30 GMT'}]",2023-01-27,"['Computer Vision and Pattern Recognition', 'Multimedia']","This paper presents a novel approach to point cloud segmentation that utilizes self-regularizing hierarchical semantic representations. We introduce a method for learning from mistakes, where the model is able to recognize and correct its own errors. Our approach is based on a hierarchical semantic representation that incorporates contextual information from the surrounding environment. We evaluate our method on a range of standard datasets, showing an improvement in performance over other state-of-the-art methods. Our results demonstrate that our model is able to learn from its mistakes, resulting in improved segmentation performance. The proposed method can be applied to a variety of computer vision and multimedia tasks, providing a powerful tool for segmentation.","Write an abstract for a paper called Learning from Mistakes: Self-Regularizing Hierarchical Semantic
  Representations in Point Cloud Segmentation about Computer Vision and Pattern Recognition, Multimedia"
2205.14913,"Aijaz H. Lone, Selma Amara, Fernando Aguirre, Mario Lanza and H.
  Fariborzi","Skyrmion-based Leaky Integrate and Fire Neurons for Neuromorphic
  Applications","['cond-mat.mtrl-sci', 'cs.ET']","  Spintronics is an important emerging technology for data storage and
computation. In this field, magnetic skyrmion-based devices are attractive due
to their small size and energy consumption. However, controlling the creation,
deletion and motion of skyrmions is challenging. Here we propose a novel
energy-efficient skyrmion-based device structure, and demonstrate its use as
leaky integrate (LIF) and fire neuron for neuromorphic computing. Here we show
that skyrmions can be confined by patterning the geometry of the free layer in
a magnetic tunnel junction (MTJ), and demonstrate that the size of the skyrmion
can be adjusted by applying pulsed voltage stresses. A spiking neural network
(SNN) made of such skyrmion-based LIF neurons shows the capability of
classifying images from the Modified National Institute of Standards and
Technology (MNIST) dataset.
","[{'version': 'v1', 'created': 'Mon, 30 May 2022 08:26:34 GMT'}]",2022-05-31,['Emerging Technologies'],"This paper presents a novel approach to building leaky integrate-and-fire (LIF) neurons for neuromorphic applications based on skyrmions. Skyrmions are localized magnetic structures that have been proposed as an efficient and reliable way to store and process data in emerging technologies. We demonstrate the effectiveness of skyrmion-based LIF neurons by simulating their behavior in a neuromorphic architecture. We show that skyrmion-based LIF neurons can outperform traditional LIF neurons in terms of energy efficiency and speed, while still preserving the same level of accuracy. We also discuss the potential applications of skyrmion-based LIF neurons in neuromorphic computing and discuss future work in this field.","Write an abstract for a paper called Skyrmion-based Leaky Integrate and Fire Neurons for Neuromorphic
  Applications about Emerging Technologies"
2010.06797,"Mingyu Cai, Shaoping Xiao, Baoluo Li, Zhiliang Li and Zhen Kan","Reinforcement Learning Based Temporal Logic Control with Maximum
  Probabilistic Satisfaction","['cs.FL', 'cs.AI', 'cs.RO', 'math.OC']","  This paper presents a model-free reinforcement learning (RL) algorithm to
synthesize a control policy that maximizes the satisfaction probability of
linear temporal logic (LTL) specifications. Due to the consideration of
environment and motion uncertainties, we model the robot motion as a
probabilistic labeled Markov decision process with unknown transition
probabilities and unknown probabilistic label functions. The LTL task
specification is converted to a limit deterministic generalized B\""uchi
automaton (LDGBA) with several accepting sets to maintain dense rewards during
learning. The novelty of applying LDGBA is to construct an embedded LDGBA
(E-LDGBA) by designing a synchronous tracking-frontier function, which enables
the record of non-visited accepting sets without increasing dimensional and
computational complexity. With appropriate dependent reward and discount
functions, rigorous analysis shows that any method that optimizes the expected
discount return of the RL-based approach is guaranteed to find the optimal
policy that maximizes the satisfaction probability of the LTL specifications. A
model-free RL-based motion planning strategy is developed to generate the
optimal policy in this paper. The effectiveness of the RL-based control
synthesis is demonstrated via simulation and experimental results.
","[{'version': 'v1', 'created': 'Wed, 14 Oct 2020 03:49:16 GMT'}, {'version': 'v2', 'created': 'Thu, 15 Oct 2020 04:45:16 GMT'}, {'version': 'v3', 'created': 'Fri, 26 Mar 2021 20:51:11 GMT'}, {'version': 'v4', 'created': 'Thu, 22 Jul 2021 01:36:30 GMT'}, {'version': 'v5', 'created': 'Tue, 5 Oct 2021 16:01:44 GMT'}]",2022-01-04,"['Formal Languages and Automata Theory', 'Artificial Intelligence', 'Robotics']","This paper presents a novel approach to temporal logic control using reinforcement learning (RL) and maximum probabilistic satisfaction. It discusses the application of RL to the formal language and automata theory, artificial intelligence, and robotics. The proposed approach uses RL to learn a policy that maximizes the probability of satisfying a given temporal logic formula. The paper also examines the effectiveness of the proposed approach on a set of temporal logic control tasks. The results show that the proposed approach outperforms existing methods in terms of both accuracy and execution time. Furthermore, the paper provides insights into how RL can be used to further improve temporal logic control. Finally, the paper discusses the potential applications of RL-based temporal logic control in robotics and other related fields.","Write an abstract for a paper called Reinforcement Learning Based Temporal Logic Control with Maximum
  Probabilistic Satisfaction about Formal Languages and Automata Theory, Artificial Intelligence, Robotics"
2202.0143,"Hyung Jun Choi, Woocheol Choi, Youngwoo Koh","Convergence analysis of the splitting method to the nonlinear heat
  equation","['math.NA', 'cs.NA', 'math.AP']","  In this paper, we analyze an operator splitting scheme of the nonlinear heat
equation in $\Omega\subset\mathbb{R}^d$ ($d\geq 1$): $\partial_t u = \Delta u +
\lambda |u|^{p-1} u$ in $\Omega\times(0,\infty)$, $u=0$ in
$\partial\Omega\times(0,\infty)$, $u ({\bf x},0) =\phi ({\bf x})$ in $\Omega$.
where $\lambda\in\{-1,1\}$ and $\phi \in W^{1,q}(\Omega)\cap L^{\infty}
(\Omega)$ with $2\leq p < \infty$ and $d(p-1)/2<q<\infty$. We establish the
well-posedness of the approximation of $u$ in $L^r$-space ($r\geq q$), and
furthermore, we derive its convergence rate of order $\mathcal{O}(\tau)$ for a
time step $\tau>0$. Finally, we give some numerical examples to confirm the
reliability of the analyzed result.
","[{'version': 'v1', 'created': 'Thu, 3 Feb 2022 06:19:18 GMT'}, {'version': 'v2', 'created': 'Thu, 26 Jan 2023 05:59:27 GMT'}]",2023-01-27,['Numerical Analysis'],"This paper presents a convergence analysis of the splitting method for the nonlinear heat equation. The splitting method is a numerical technique for solving nonlinear partial differential equations. In this paper, the convergence of the splitting method is studied for the nonlinear heat equation. The numerical results are compared with the exact solution, and the order of convergence of the splitting method is determined. The results obtained in this paper provide a better understanding of the numerical behavior of the splitting method for the nonlinear heat equation, and can be used to guide the choice of numerical parameters for future applications.","Write an abstract for a paper called Convergence analysis of the splitting method to the nonlinear heat
  equation about Numerical Analysis"
2201.05271,"Zhi Ji, Wendong Yang, Xinrong Guan, Xiao Zhao, Guoxin Li, and Qingqing
  Wu","Trajectory and Transmit Power Optimization for IRS-Assisted UAV
  Communication under Malicious Jamming","['eess.SP', 'cs.IT', 'math.IT']","  In this letter, we investigate an unmanned aerial vehicle (UAV) communication
system, where an intelligent reflecting surface (IRS) is deployed to assist in
the transmission from a ground node (GN) to the UAV in the presence of a
jammer. We aim to maximize the average rate of the UAV communication by jointly
optimizing the GN's transmit power, the IRS's passive beamforming and the UAV's
trajectory. However, the formulated problem is difficult to solve due to the
non-convex objective function and the coupled optimization variables. Thus, to
tackle it, we propose an alternating optimization (AO) based algorithm by
exploiting the successive convex approximation (SCA) and semidefinite
relaxation (SDR) techniques. Simulation results show that the proposed
algorithm can significantly improve the average rate compared with the
benchmark algorithms. Moreover, it also shows that when the jamming power is
large and the number of IRS elements is relatively small, deploying the IRS
near the jammer outperforms deploying it near the GN, and vice versa.
","[{'version': 'v1', 'created': 'Fri, 14 Jan 2022 01:35:47 GMT'}]",2022-01-17,['Information Theory'],"This paper addresses the problem of trajectory and transmit power optimization for unmanned aerial vehicle (UAV) communication assisted by an intelligent reflecting surface (IRS) under malicious jamming. The paper formulates the problem as a mixed-integer nonlinear programming problem and proposes a solution based on an information-theoretic approach. Specifically, the paper proposes a trajectory optimization algorithm based on the channel capacity maximization problem and a transmit power optimization algorithm based on the minimum total transmit power problem. The simulation results demonstrate that the proposed algorithms can significantly improve the communication performance of UAVs in the presence of malicious jamming.","Write an abstract for a paper called Trajectory and Transmit Power Optimization for IRS-Assisted UAV
  Communication under Malicious Jamming about Information Theory"
